text	label
me in (((1994))) vs me at the end of (((2016))) https://t.co/ZrPQ0Mj6cc	0.0
"(((d)))(((a)))(((t)))(((a)))(((m)))(((a)))(((r)))(((r)))(((I)))

^^^

my most woke tweet yet 😎"	0.0
"RT @St_Gaz: Wow
Jones goes all out on (((Global Mafia, NeoCons &amp; Media)))! https://t.co/Em2KoN2k5o"	1.0
RT @L_Babenberg: Immanuel Kant on the (((chosen people)))). https://t.co/2hj1uItwcw	1.0
@karlwkane Why are you using ((( name ))) in your profile?	0.0
RT @beadels_: photoshoot 101 😂 (((yes im shaking))) https://t.co/LKLvRKdnAj	0.0
"RT @BlackDivaModels: (((ATTENTION))) ""Just because we're magic, doesn't mean we're not real."" https://t.co/bCiINn4Ge3"	0.0
"@Sam_Sholli  *((((globalists))))

...but seriously: basically a stupid buzzword made up by the far-right, just like ""cultural marxism""."	1.0
@21logician @LGrillos @Sam_Sholli @Sargon_of_Akkad  *(((globalist)))	1.0
((((((also matt skibas eyeliner and blonde hair kind made him look like beetlejuice)))))))	0.0
"rant incoming (((im sorry that i always rant but yanno- liFe tRoubleS))) 

ok like i feel like such a lame fan bc everyone on twitter is ++"	0.0
gonna read it right after i finished typing bc i told her that it was a something--- and she was excited/anxious (((( i guess???)))))) abt++	0.0
RT @Joe_Hovah: @AtlanticCent @dualkoondog @guardian Cliff notes: memes were good when the left and the (((media))) were in total control of…	1.0
@soObviousTurtle @1OfTheGoodGoys @paldhous gee I wonder (((who))) made sure that narrative would survive by scrapping nation origins acts	1.0
(((they)))	1.0
picked up my suit and engaged in casual racism with a (((friend))) so i'm good now	1.0
'Holocaust' Debate / Comments / News • ((( Survivors ))): A little ditty on youtube that made me smile today.... https://t.co/CS52XGkMzw	1.0
'Holocaust' Debate / Comments / News • ((( Survivors ))): A little ditty on youtube that made me smile today.... https://t.co/SLpHSecw8u	1.0
"@Merry____Xmas -----------&gt; merry Christmas from

...........((((((((( @illuminati_00 )))))))))
.
https://t.co/fm6P0o7pAx"	0.0
------------------------((((((((( . @illuminati_00 . ))))))))))-------------------- https://t.co/rsCbWsUd8Z	0.0
@pzmyers why all the ((( ))) may I ask?	0.0
Why are people putting ((( ))) around their names?	0.0
((((((( ON AIR ))))))) 📻 @DJREUBEN995 is on with #GiftOfSongsWithDjReuben #GiftOfSongsWithDjReuben on @luvfm995	0.0
"RT @luvfm995: #GiftOfSongs

(((ON AIR))) You make a request he works the magic! Tune in and let's do this...#GiftOfSongs... https://t.co/kM…"	0.0
RT @hannahwoj0: @Tatiluhan12 (((because you're obsessed with target)))	0.0
@KirkLofberg @AnthonyCumia Don't give a flying fuck what you think we need, (((Lofberg)))	1.0
@BillKristol Why isn't your proven record of failed prognostication disqualifying?  Oh, (((right))).	1.0
@the_saltworks @realDonaldTrump yeah I went to a reputable school so I'm not worried about (((magical grading))) that's how we got Obama.	0.0
RT @LiteraryLucifer: @TEN_GOP @ObsrvyryxShadow The (((media))) did its job well. All this is the effect of (((media))) brainwashing of the…	1.0
@NYCityAlerts @RayVilleda Thank the (((media))) for this. They've been vilifying &amp; demonizing Mr. Trump from Day 1.	1.0
Beautiful sentiment,beautiful picture.All COULD be well with world without (((interference))). https://t.co/RXfg9J5RxB	1.0
@StandUpWhiteMan We MUST take back our education system from the (((enemy))). Much work still to do.....	1.0
COME THRU AND CHECK US OUT MARCH 5TH!!!! ((((CLICK THE LINK IN MY BIO))) C&amp;J PROMOTIONS PRESENTS… https://t.co/KAHbI5KPZB	0.0
((((THE FUTURE IS NOW CONCERT)))) MARCH 5TH!!!!!!!! PERFORMING LIVEEEEEEEEEE katelunnnn COME SEE… https://t.co/iZHrkQGnQd	0.0
@DuncanHosie (((@julianzelizer ))) another great work demonizing Trump on CNN - kikes are afraid.	1.0
(((@94Maidens ))) Jews will always play the victim card to subjugate their host nations!	1.0
RT @dril: i refuse to consume any product that has been created by, or is claimed to have been created by, the (((Keebler Elves)))	1.0
RT @ThaRightStuff: The (((media complex))) whose members are crying right now represent urbanite SWPLs and minorities, not us. Your tears m…	1.0
"RT @SeventhSonTRS: We have SO MUCH SHIT in the works for Episode (((88))) famalams. Just you wait. #TheDailyShoah 

We're number fucking on…"	1.0
@rebecca_jonsey @Drewscapegoat @mwilliamsthomas @AAshman15 (((hugs)))	0.0
@ChrisChittell Ey up! What's the matter chuck? No message. You ok? (((HUGS))) in advance! X	0.0
@DerrenBrown Aww! (((HUGS))) XXXXXXXXXX	0.0
@Luke101995 @KingAzzaz @SirKazuma ((((BEST PART))))	0.0
RT @lemonbloodycola: @AdamRamsay @carolinejmolloy it's a protest at the use of the ((( ))) by neo Nazis to identify 'jewish' sounding surna…	0.0
@TheBaddest_Girl ((((hugs)))	0.0
@StephanieHoying (((GAINORMOUS Shawnna hugss)))	0.0
HONNOR THY ELDERS THAT THY DAYS BE LONGER UPON THE EARTH-(((LAND))) &amp; LOOK LISTEN AND LEARN!!! http://t.co/pDLkGKK5l3	0.0
"GOOD MORNING, HAVE A BLESSED, PEACEFUL-PRODUCTIVE-SAFE DAY AND MOST IMPORTANTLY....(((KNOW THYSELF)))!!!

GOOD... http://t.co/GDUS54vM43"	0.0
bAEK LOVES U — &amp; HYUNGWON LOVES ¡¡YOU!! (((this is auri right))) https://t.co/EbVbFgs3vB	0.0
RT @Cernovich: Some SJW made a list of neo-Nazis and included (((me))) on it. The more they falsely label people Nazis, the less power that…	0.0
RT @Cernovich: (((Self-serving))) advice tho I followed it when I was anon. Support those who are out there and put careers on the lines. M…	0.0
I'll help (((render))) this (((tag))) (((worthless)))	0.0
I hate this I always have the feeling that I should be doing something and I never really relax its gr8 (((not)))	0.0
(((I DO)))	0.0
#Twitter Users are Putting (((Echos))) Around their Name to Fight #AntiSemitism - https://t.co/2uVxzAHiZK https://t.co/Fb6YCn2zEB	0.0
"CAVEMAN aka ""TROGLODYTE"" (CRATEBUG EDIT) 

(((Listen))) and get download at… https://t.co/7rL4VMNCbW"	0.0
"(((Listen))) and get download at https://t.co/myRsD9IYaW

#cratebugedits #chicagohouse #cratebug https://t.co/bGq7O9ZlhA"	0.0
"(((play))) #Amsyong 
@Dgoen feat joe richardo
@889ABFMLAMPUNG 
Host @wahyuab5
MD @wina_biru"	0.0
"#ABplaying #Colak_Colek &gt;&gt; Leni KDI4
# hobby anak sekarang
@wahyuab5 (((Host))) // MD @wina_biru 
#SelamatPagiIndonesia"	0.0
"Beautiful 💜 
I'd love to FEEL perfect....
(((((Hugs))))) my sincere, beautiful and caring friend ❤💜❤💜 https://t.co/6JE8vXC0uf"	0.0
@naughtywriter2 (((((big hugs))))) my hunni 😥🐶😘💜💋	0.0
(((GUILLEM BALAGUE))) 😂😂😂 https://t.co/QCVvi4oUM0	0.0
"RT @wcsoto: (((We whites are the worst. We are the root of the problem in our society.))) 

Every. Single. Time. https://t.co/hm0lT6hkY8"	0.0
(((((Petition to bring back @youthofomaha ))))) ((((((plz)))))))) (((((@carolyn_hoover))))))	0.0
I only have to deal with two more days of happy hour :((())):	0.0
((( phezzan )))	0.0
RT @zorielmhj: You need this you need that don't tell me what I need if you don't have it (((shots throw)))	0.0
@meg_brunning the weekend's acts are amazing:((( and the 1975 nd fall out boy :):):))):(/)((	0.0
@jessgiblett6 @okaayythen @footdoot @PhilippPipHill its 2k16 Kate god damn (((Daniel)))	0.0
(((pussies)))	0.0
Says the dude with a lisp, who's lettin ((({{{{{@JonahNRO}}}}))) live in yuor wittle head went fwee. https://t.co/ZiZBXHuMFd	0.0
(((BOOM))) @CandiceNkosi via @jt_lubisi	0.0
happy bday to the hottest (((now 15 yr old))) i know!!! cant wait to dance with you next year!! love you lots girl💟💘💃🏽 @akaliviabc #gold	0.0
@caroline_w29 where is the coming from hahaha (((but i agree 100%)))	0.0
@hyrinkuun herzlichen Glückwunsch!!! (((o(*ﾟ▽ﾟ*)o)))	0.0
Katdelic #masquerade party #tonite  that hot #ish ! AND ((( Genevieve Alexis ))) #bday… https://t.co/ixxkj6WCn0	0.0
((( New Orleans Rhythm Council ))) ft #PapaMali, #WilBlades, #KirkJoseph &amp; #RobbieKidd (+#HOP… https://t.co/efMwuDUYBr	0.0
"TONIGHT #EvangadiLounge
#IndieFestAtl Showcase!!
Text 404.492.4079 to book!!
((( START TIME 10pm!!))) https://t.co/YfPxaOhoi2"	0.0
"T O N I G H T #IndieFestAtl
((((( STARTS AT 10PM ))))))
Text 404.492.4079 to book!"	0.0
"RT @truckerbooman: When Name calling today is used to ((( SHUT Down the TRUTH ))) 
It's when More AMERICANS are listening #COsen #COleg htt…"	0.0
RT @kingsheri: The new LAW under the ((( #PC #Police ))) all Americans will be jailed for not Applying &amp; Obeying #pJnet ##PC Law http://t.c…	0.0
@theBladeee (((Cruise Chaser)))	0.0
"今日！snow flakes 流す💕
嬉しい(((o(♡´▽`♡)o)))

#X4 #crossfm"	0.0
"今日は神戸(((o(♡´▽`♡)o)))
レポ楽しみにしています✨行けないけどワクワクです✌🏻"	0.0
(((((((((البلاستيكات))))))))) https://t.co/TJKbZTr1K8	0.0
RT @Third_Position: Mr. Feigin has now seen the light of 'tolerance'. His (((lawyers))) with the help of the (((SPLC))) have found the prob…	1.0
"RT @ClarkHat: OMFG, god damned prog drama never ends.

I have to struggle not to start using ((( ))).

I won't.  Even if progs are idiots,…"	1.0
((((((why) (does) (everyone) (use) (on) (their) (profiles) (now)? hmmmm?)))))	0.0
"@vapevocalist ^^^^^^^^^^^^^^^^^^^^^^
(((Calum's statement on fb last year after it happened)))"	0.0
RT @Johnatsrs1949: .Mr. Trump  ((( PLEASE )))  Fire Paul Ryan, he's a  ((( SCUMBAG ))) https://t.co/hobkEjkX0v https://t.co/RU3RHNUigf	0.0
RT @MurdochAnimates: Well...the new episode got taken down for (((hate speech)))	0.0
TFW  #StopBannon then I see (((Goldberg)))  LOL https://t.co/cDypKUDjLG	1.0
(((You'll never be Zooey Deschanel and Joseph Gordon-Levitt tho)))	0.0
"TONIGHT #EvangadiLounge
#IndieFestAtl Showcase!!
Text 404.492.4079 to book!!
((( START TIME 10pm!!))) https://t.co/5s2SLAbI56"	0.0
"TONIGHT #Evangadi Lounge
#IndieFestAtl Showcase!
Text 404.492.4079 to book!
((( START TIME 10pm!!)))"	0.0
".0004'S WILL FALL, AND 5'S LOOK  SOOOOO THIN-----------(((NECA)))

https://t.co/7zOeam0UVU  $NECA https://t.co/ho4WuX7kc5"	0.0
".0004'S WILL FALL, AND 5'S LOOK  SOOOOO THIN-----------(((NECA)))

https://t.co/7zOeam0UVU  $NECA https://t.co/JLefxfvsEy"	0.0
@Fadedessence @batshake1 I surrender! (((Pssst ... get him, Gnurby! 😈)))	0.0
"@batshake1 @Fadedessence  ""Rats!"" ((( kicks rocks, and stomps away))) 😴"	0.0
@JackWagnerhpk (((HUGS))) I know you must be worried sick!	0.0
@TheSelli Oh no Karen!! I'm so sorry to hear that!(((HUGS))) to you &amp; your family.	0.0
the worlds most socially inept person (((me))) is co-hosting a radio show ahahaha I'm improving	0.0
(((the answer is no)))	0.0
(((((((((((((((((((((( kang chul )))))))))))))))))))))	0.0
RT @_EFlowers_: @jjarboner is that a Honda or a Toyota ((( sorry I had to )))	0.0
RT @kristineisgreat: #NationalBestFriendsDay ((((except jon bc I'm not very close w him)))) https://t.co/5FzMxTwLga	0.0
Antisemitism watchdog adds (((echo))) symbol to hate list after Jews targeted https://t.co/3KDLFNKVqV #TechnoNews	0.0
(((Echoes))): beating the far-right, two triple-brackets at a time https://t.co/Eu0C5mbAAP #TechnoNews	0.0
"Retweeted (((Nancy Ervin))) (@NancyErvin4):

Oprah Winfrey Endorses Hillary Clinton for President - ABC News -... https://t.co/rPvxcFwlEZ"	1.0
@YourDailyVegan I've never tried any! I don't even know were to get any! ((((；ﾟДﾟ)))))))	0.0
(((They))) got Noah guys	1.0
RT @Chr_Cru: Reminder that the (((MSM))) cares more for their propaganda than the welfare of the little boy. https://t.co/BLXH3Fs0Y6	1.0
@sallykohn (((Sally Kohn)))	1.0
@TrumpLegal @senatorshoshana It is good to know exactly (((who))) is criticizing Trump because they may have an ethnic (((agenda)))	1.0
@gabbjabb @vBall_Bl0nde @ada_x0 who needs a man when I have you 💖💖💖 (((it's me I need a man)))	0.0
too many festivals with amazing lineups that I can't go to (((bluesfest)))	0.0
(((((((((( Kate ))))))))))))))) https://t.co/nt91IXXdDq	0.0
((((((((((( vix ))))))))))))))))))) https://t.co/oUiqeFkwbJ	0.0
RT @orensegal: The Neo-Nazi (((Echoes))) Symbol Is Officially Hate Speech https://t.co/Sfz4htaN4b via @Mic @_Cooper @ADL_National @JGreenbl…	0.0
RT @CorOfTheSUN: @pamuk58 Hello Pamela! ((( 🙏🏼🙏🏼💜 Healing Love Hugs💜🙏🏼🙏🏼)))	0.0
RT @CorOfTheSUN: @DULCE_PASION__ @pamuk58  @Met4morphoses 🎉 📢 Happy  #FollowFriday   #FF  🎶🎤📢 🎉   (((((🔊🎵🌞😜Gratitude  Love  Hugs!🎵🔊🌞😜)))) E…	0.0
#Job #NewYork (((NO EXP_)))Mover Helper Needed Tomorrow*****$605/day: There are no appliances or any other fu... https://t.co/dJwfDywmAf	0.0
#Job #NewYork (((No exp)))Full &amp; Part Time Warehouse Order Selector / Picker___$23.50/Hr: Seeking Full or Par... https://t.co/IuTdP6CflU	0.0
@nomadpdx (((hugs)))	0.0
@WinTheDay848 (((hugs))) know those feels	0.0
*log on * ((( A ExPeRiEnCe WoRtH BraGGinG AbOuT ))) ** - https://t.co/TAFfRVb1St	0.0
*log on * ((( A ExPeRiEnCe WoRtH BraGGinG AbOuT ))) ** - https://t.co/TAFfRVsDh3	0.0
Hey (((🖕🏿🖕🏿u 2016))) thanks for the follow! I hope we share some common interests!!	0.0
"@HomeboyzRadio Tunning my stereo
on full blast ((((()))))) @talliaoyando #TheJuiceHBR #OneDropWednesday"	0.0
RT @Chr_Cru: Reminder that the (((MSM))) cares more for their propaganda than the welfare of the little boy. https://t.co/BLXH3Fs0Y6	1.0
#TrumpSoPoor 'cause he won't take (((their))) dirty money. https://t.co/2NjV3M55WO	1.0
"(((Oss...))) 
If you're not humble, life will visit humbleness upon… https://t.co/swh479uc4y"	0.0
"(((((Fast FAST))))) 
_____________________________________________________
Verdaderamente ningún… https://t.co/WSviTnM3y6"	0.0
You Cruz supports are really poor losers. seriously. And you should change it to (((THE Dude Cuck))), much better https://t.co/GCx2K5IqaS	0.0
"(if it's not region locked)
((don't let it be region locked pl e a se i'm begging))
(((or even better give me an EU release on Feb 14 too)))"	0.0
((((boleh bolo-bolo))) bener nih kata Radit, cewek itu kalo cantik kebanyakan gilaaa :))) Peace @debbypermata https://t.co/qtwnjR4idS	0.0
((((COSPLAY CING ABDEL !!!!))))) https://t.co/7egMishN12	0.0
RT @Dreamweaverpubl: Have a great Evening @BINJURED  Just told Val good night. I'm tired :) ((((hugs)))	0.0
test? this is up10tion's sunyoul (((and a bit of bitto))) fan account! let's be friend? ps. i forgot how to use twitter tbvvvh:v	0.0
@WomaninHavana (((Expert))) means paid by the EU or the government. Independent experts are divided on Brexit	1.0
@coffee_bubbles @longhaultyke More misleading to claim it was a promise when it wasn't. Classic (((establishment))) tactics going on.	1.0
(((@jessesingal))) is feeling left out of the echo meme. https://t.co/GQuDy6eTER	1.0
.@BreitbartNews is turning into gaybart with it's incessant faggot worship of (((Milo))). Pathetic.	1.0
"(((( WINTER BREAK))))
ATL COLLEGE REUNION

THIS FRIDAY AT #MansionElan

EVERYONE FREE ALL NIGHT
w/ ANY COLLEGE ID! https://t.co/F5pCCdLMWF"	0.0
"(((( WINTER BREAK))))
ATL COLLEGE REUNION

TOMORROW AT #MansionElan

EVERYONE FREE ALL NIGHT
w/ ANY COLLEGE ID! https://t.co/F5pCCduby5 17"	0.0
@debecca ((((hugs))))	0.0
@NotADiagnosis ((((hugs))))	0.0
Now this is what I love (((o(*ﾟ▽ﾟ*)o))) Dance dance dance  🎶🎶 https://t.co/8ut4yHq8yf	0.0
RT @EMPTYSKlES: LITTLE BIRD BY ED SHEERAN :::::((((()))))))	0.0
@JudgeFudge5 @JewishOdysseus @nsroundtable (((Everyone))) @BelEllebel	1.0
RT @BelEllebel: @ArieFriedman @Baseball_More @DavidJSpellman lol... (((EVERYONE))) such a big (((secret))) that (((EVERYBODY KNOWS)))	1.0
@mrzphd Aw, thanks friend!  Missed not getting to see you today! (((HUGS)))	0.0
@MrsPstorytime I so adore you MrsP! You're inspiring teacher and children everywhere (((HUGS)))	0.0
11:11 (((please))) @charlieputh  https://t.co/xiDjnmJdSC	0.0
#Baltimore #Jobs (((BACKPAGE))) Local Moving Company Needing Movers Starting Tomorrow_$320 daily cash: ======... https://t.co/2XabCTdKpv	0.0
"#Baltimore #Jobs (((No exp)))General Warehouse Workers Needed___$19.00/HR: General Warehouse Workers Needed
$... https://t.co/HKceYgZUXO"	0.0
RT @guardian: US antisemitism watchdog adds (((echo))) symbol to hate list after Jews targeted https://t.co/tFs6RA8yN6	0.0
RT @jonathanmahler: (((Jewish reporters))) targeted by pro-Trump forces on Twitter https://t.co/Zb9TuzM3aE	0.0
I think the New @ChiliPeppers album is gunna kick ((((((ASS))))))	0.0
(((BOOOM))) @whufc_official #FarewellBoleyn 🔨🔨🔨 https://t.co/DeBNcW3vrf	0.0
"Preach RT@Mandy_Stoto: (((BOOM))) ""@XSTROLOGY: A #Cancer has a great sense of style, in clothing, and people."""	0.0
(((umaasa pa ding walang pasok)))	0.0
RT @shannonNTIL: There will be new videos SOON! Who's excited?? (((hopefully some of u lol)))	0.0
"ADELANTO DEL IMPACTO MASIVO 3 ((( D-B RECORDS ))) 

http://t.co/yr5fUOhnJQ http://t.co/xRSGNiCIR1"	0.0
OHHHHH YEEEAHHHHHHHHHHHH !!!!! NUESTRO NUEVO TEMAAAAA :D AcKs Nueva Escuela Crew ((( D-B RECORDS))) http://t.co/JxGvJBteH3	0.0
#thesourcehbr @i_am_misslily  @djandie254 neiba atalala show ikiisha (((((loud))))  @djandie254 nichezee the champ riddim	0.0
"@djhassankenya
@homeboyzradio  mad show,,reppn kirinyaga @i_am_misslily  ((((loud))))"	0.0
@qmcoetzee @neildanson no no no, hold on,  ((((((╯°□°))) ╯︵ ┻━┻))). Now it's valid clojure.	0.0
Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/cpwZ97g9lW )))	0.0
"@nutmeggedagain Ah but it's an Irish woman. We're weaned on pints of porter sure. 
((( ^ - ^ )))
   &lt;{       {&gt;
      /       \"	0.0
"@DublinLive Oh to have €90......

(((( ^ - ^ ))))
   &lt;{       }&gt;
     (        )

Delighted for her.
Fair play!"	0.0
Good morning!!!! I hope everyone has a very good day, mood ((( happy )))) =] =] =]	0.0
"(((( I am happy ))) "" I'm breaking down into little pieces, who am I? "" i need someone to talk 🙏🏽"	0.0
"5/23@心斎橋VARON
[act]Stormymonday(from.仙台)
THE LOVERS 
SOIL (((in))) MY VENOM UNDER the SKY 
THE LUM 
MARK MY WORDS

 17:30/18:00 
￥2000/￥2500"	0.0
"5/23 心斎橋VARON
Stormymonday(from.仙台)
[act]THE LOVERS 
SOIL (((in))) MY VENOM UNDER the SKY 
THE LUM 
MARK MY WORDS

 17:30/18:00 
￥2000/￥2500"	0.0
"Please take a moment to thank a Veteran not just today....but every day!

(((hugs))) ~lisa
#afwm #afwingmoms... https://t.co/73GY7cYMz3"	0.0
"Happy Birthday America!!
.
.
(((hugs))) ~lisa
#afwm #afwingmoms https://t.co/QpUIrAMEPm"	0.0
RT @1800JlSOO: my boy (((remind me again why i stan))) https://t.co/h081nuqIcW	0.0
"Anti-Semitic (((echo meme))): check

Image reference to neo-nazi ""14 words"" slogan: check

This isn't even subtle. https://t.co/dbFYFYNd2r"	0.0
@Charles_James1 @BlackburnReview does that work with any group of (((people)))?	0.0
RT @splcenter: (((Echoes))), Exposed: The Secret Symbol Neo-Nazis Use to Target Jews Online https://t.co/LuGmfEJ9rF https://t.co/3LdDilqATo	0.0
RT @dril: i refuse to consume any product that has been created by, or is claimed to have been created by, the (((Keebler Elves)))	1.0
@FUFeelinz @Z50002345 who did you talk to? were they part of the (((tribe)))?	1.0
"RT @JedBirmingham: It has been a rough 24 hours for the (((bankers)))...
#dowjones 
#Brexit https://t.co/k9GhXFXupZ"	1.0
Vazzo- price tag $$$ ((( BU$HA ))) $$$: http://t.co/cLs9EHdJ via @YouTube	0.0
((( BU$HA ))) HOTTEST part.1 (2): http://t.co/zWy0J1Bi via @YouTube	0.0
RT @shannonNTIL: There will be new videos SOON! Who's excited?? (((hopefully some of u lol)))	0.0
"Also, I know I'm late but this new white kid @Logic301 is dope as fuck. (((d-_-b)))
#SenseiStereo #TheIncredibleTrueStory"	0.0
Just added the entire #GangStarr music catalog to my @GooglePlayMusic library. A wise choice indeed. (((d-_-b))) #SenseiStereo	0.0
@nullth まあたぶん家族がド忘れして出かけてったんでしょうが万が一…ってことがあるかもしないので………((( °_° )))	0.0
極ビスで禁書集めはだるすぎるで…((( °_° )))	0.0
(((((((shark week vibes)))))))	0.0
RT @gerardway: (((((((((vibes))))))))))	0.0
Shots And Selfies PATRON Party (((  2NIGHT )))  @ Live Night Club  6447 W. Washington St. 46241… https://t.co/uSoJ3ILqT9	0.0
CATCH THE @migos LIVE ((( TONIGHT ))) @lilscooty •  6447 W. WASHINGTON STREET 46241 • PRESALE TICKETS… https://t.co/4jIYkHctQy	0.0
@DecSop1 That's a) awful and b) ridiculous. (((  )))	0.0
"I need some girl friends that aren't bitches
(((it'd be cool if you loved high school musical and the office... if not tho it's ok)))"	0.0
(((They)))'re trying to fuck with Taylor Swift with this dyed hair bullshit. Stay true to yourself Tay	0.0
@Kill_Agnes (((아니 제가 할말을 하시잖아)))	0.0
"@dedan_fofu ((((그때 그 드단 어디갔어))))
그래도
그
그래도
까칠해도
귀여우니까
좋아해요 https://t.co/kuxIWzxWmg"	0.0
"@judydp G'night Dearie *tuck tuck*
Peaceful dreams and a wonderful Wednesday tomorrow
(((Hugs))) xo :D"	0.0
"@judydp *giggling*
Just a bit of relaxing
Then sleep and try not to repeat my day (((0.0)))"	0.0
@Liger ((((((((Liger)))))))))	0.0
@Hypatian It's really amazing to hear between the lines here how happy you are with all the changes. It gives me hope for mine.  (((Kat)))	0.0
@ilovenuiharime (((royalties))) inbound	0.0
@TheOnion @NotSeriousSlav The Onion forgetting it's a (((satire))) site and going primo butthurt around monthly will never stop being fun	0.0
"Make sure you cap (((them))) saying this shit.

It should never be forgotten. https://t.co/rFvXGbBXgK"	1.0
"RT @NetFlexnNOCHILL: ""You just put parentheses around their names?""

""Ya""

""Like (((this)))?""

""Ya""

""N' that scares 'em?""

""Shitless"" http…"	1.0
RT @90slipstick: this, my people, is my Troye concert squad💙(((I'm not in it cause my coolness would've made them look like morons))) https…	0.0
Killing time till Legion (((o(*ﾟ▽ﾟ*)o))) #twitch #blizzheroes #SupportSmallStreamers https://t.co/jw6WOqo69b https://t.co/zoSfp4eBfR	0.0
"https://t.co/k9qadVUqgo https://t.co/H6DVvTJF3x first impression then maybe WoW cus movie got me like (((o(*ﾟ▽ﾟ*)o)))
#twitch #beam"	0.0
@enderFP so. are. you! :D ((((squidges)))	0.0
@SmithDryGoods @mhisey26 Thank you both for the retweetages (((squeezles)))) &lt;3 &lt;3	0.0
((((it's comet))))	0.0
@30secspoppunk (((this is actually just by bren btw)))	0.0
@linda8h (((hug)))	0.0
@karenbevan58 (((hug)))	0.0
(((DISTRAUGHT)))	0.0
@TheRReport thanks for sharing (((TheRReport))), have a great Tuesday :) (Want this? It's FREE! https://t.co/Kj3GknTPxs)	0.0
@OccupyV thanks for sharing (((Occupy V))), have a great Wednesday :) 🔹🆓Grow followers ➪ https://t.co/XUHixNhnFm 🆓🔹	0.0
@HomeboyzRadio @raquel_soni  (((((((((((((((((((((((((LOUD)))))))))))))))))))))))))))) #CITSWILD #PartyWithAPic  #Class124	0.0
@corineo @jinxlike #thejumpoff @homeboyzradio FREQUENCY ON FLEEK 103.5 juja repin'  ((((loud))))	0.0
(((((probably bc it reminds me of an ifnt song but ^_^))))))	0.0
@WeebCheese ((((it is what are Boys i want Baguettes))))))	0.0
🔊🔊 CHICAGO! Turn ur Radio's UP‼️ #RawTvRadio is on!!! Tune In NOW to (((Power 92.3fm))) Listen… https://t.co/nTq3rc23WV	0.0
🚨 Ayyyyeeee, Check Outtttttt this (((New))) @chellachicago Video‼️‼️🔊🎶🔥🔥🔥😜🙊 #pussyeverywhere… https://t.co/ve2rYV0Zw3	0.0
@allieloven ((((we all know you're super gay))))	0.0
RT @kimthecaribbean: ((( f r u i t s ))) 🍌🍊🍇 https://t.co/7HBYm1W6tV	0.0
RT @TheMattEspinosa: .@iwatobiespinosa no dats dangerous ((((send a pic if u do it tho)))) lmfao	0.0
"regrann from 1776movement: (((Rothenberg)))
🇺🇸Make America Great… https://t.co/Aap0kWoNnq"	1.0
Right Now @djbuga aka @Officialmacky2 @Macky2umupondo on the cover for @rihanna TE AMO. Tune in ((((((LOUD)))))	0.0
@Tay_Grin CHIPAPAPA on ((((((((LOUD)))))) Right Now	0.0
Can y'all follow my new Twitter account...(((( dpe_hemi )))) 🙏🏾🙏🏾 please!!! Imma delete this 1	0.0
@milky_candy  (((@milky_candy)))	0.0
"@jjangimnida (((mbaknya)))

gw ketawa help"	0.0
(((nemenin owl)))	0.0
All (((british (commondebts) empire))) military personnel are Terrorists on the World's Stage	1.0
the 2nd photo is more likened to a Haiti voodoo ceremony than the words written in Black on White....   @Whataboutparis (((ultra-orthodox))) https://t.co/stm8atSa8p	1.0
@xclusive.R&amp;B STILL GOIN ON((((((((HEAVY))))))####YOURFEELGOODSTATION89.9FM.	0.0
*freshfridays** blazing hot on the djburnOut^^copperbeltfeelgoodstation^^^.gOing((((((LOUD)))))))tune-in-89.9fm-kitwe	0.0
Hey (((Mike))) 🐸 thanks for the follow!	0.0
(((Brad•in•#Texas))) Thanks for the follow! https://t.co/arFkm3pqDz	0.0
"RT @Rybark_: It's negative bullshit degrees outside but consider

Rumchata hot chocolate

((((with chili powder))))"	0.0
RT @5SOSPHOfficial: the hacker is using luke's acc to get more followers and likes (((this is lowkey funny))) https://t.co/AnmHgwDCrj	0.0
"Yesterday I hung out in Shibuya with my Jfashion Senpai @YueKihara 
She's so beautiful and kind Ahhh (((o(*ﾟ▽ﾟ*)o))) https://t.co/utqId3OaRi"	0.0
(((o(*ﾟ▽ﾟ*)o))) https://t.co/0p8bqfDKVX	0.0
@roiben ...in time. It won't always be so painful. I understand the thoughts but please stay with us (((safe hugs))) xxx	0.0
@vickymummyrc I'm off to bed now, thanks for the chat 😊. Take it gently &amp; be kind to yourself. Thinking of you (((gentle hugs))). Night xx 😴	0.0
(((@nfmusic ))) you have been found to be the biased corporate liar you are	1.0
@RadioRenegades Zionist assaults elderly British MP, breaks his ribs and gets away with it. this is the Zionist (((@neilmasterson2)))	1.0
@jackieevancho .i am so beyond excited..u don't even know  (((J😊Y)))	0.0
can u get any cooler than that ((((nope))))	0.0
((((Indirect)))) @jad3tilly @isofiewbu  @callisterjack	0.0
@iwanrheon @WatchersOTWall (((to very self-awarely conflate an actor with a charger they portray)))	0.0
@iwanrheon @WatchersOTWall (((I would never imply that you, Iwan, are any of those things: depraved, brutal, or dead 😁)))	0.0
"RT @GRYNDHOUSZ: ((( NEW MUSIC ))) from @_iamhalo_ ""DRIVE SLOW"" [ https://t.co/jxQV8h2PTm ] #DriveSlow website:https://t.co/gWqYcsx9mG"	0.0
